Model,Scenario,Category,F1,MCC,FNR,FPR,F1_drop
Decision Tree,Temp +1C & CO2 +20ppm,Combined shift,0.9604441360166551,0.9292623824227023,0.023977433004231313,0.0437636761487965,0.03673498951225884
Random Forest,Temp +1C & CO2 +20ppm,Combined shift,0.9465020576131687,0.9040581181403615,0.02679830747531735,0.06455142231947483,0.04996437348223759
Extra Trees,Temp +1C & CO2 +20ppm,Combined shift,0.8918727915194347,0.8083182712439368,0.11001410437235543,0.08205689277899343,0.10601005957442566
AdaBoost,Temp +1C & CO2 +20ppm,Combined shift,0.7648,0.6368348084606572,0.32581100141043723,0.06892778993435449,0.2260386187455955
Gradient Boosting,Temp +1C & CO2 +20ppm,Combined shift,0.9674289674289674,0.9418334156126501,0.015514809590973202,0.03938730853391685,0.02763101845670657
XGBoost,Temp +1C & CO2 +20ppm,Combined shift,0.9547038327526133,0.9190282475781262,0.03385049365303244,0.044857768052516414,0.043179018341247044
LightGBM,Temp +1C & CO2 +20ppm,Combined shift,0.9402173913043478,0.8927429838533513,0.023977433004231313,0.07768052516411379,0.056259000520881286
CatBoost,Temp +1C & CO2 +20ppm,Combined shift,0.9577269577269577,0.9243622679645634,0.02538787023977433,0.047045951859956234,0.04015589336690262
KNN,Temp +1C & CO2 +20ppm,Combined shift,0.848404255319149,0.7224045582230538,0.1001410437235543,0.17177242888402625,0.14664874821441998
GaussianNB,Temp +1C & CO2 +20ppm,Combined shift,0.7538574577516532,0.5781765050899583,0.2764456981664316,0.15207877461706784,-0.03345443508162804
SVM,Temp +1C & CO2 +20ppm,Combined shift,0.8876117496807152,0.7978346777336989,0.019746121297602257,0.1772428884026258,0.10259804052907495
MLP,Temp +1C & CO2 +20ppm,Combined shift,0.8910505836575876,0.8030336310155002,0.031029619181946404,0.15973741794310722,0.10257998959082004
Logistic Regression,Light -20Lux & Humidity +5%,Combined shift,0.7322630761263594,0.4987692524912038,0.0028208744710860366,0.563457330415755,0.16861352535712004
Ridge Classifier,Light -20Lux & Humidity +5%,Combined shift,0.7116255661801711,0.4515359235742128,0.0028208744710860366,0.62472647702407,0.10793821438823603
SGD Classifier,Light -20Lux & Humidity +5%,Combined shift,0.7326424870466322,0.4996095837356974,0.0028208744710860366,0.562363238512035,0.1687088643047192
Decision Tree,Light -20Lux & Humidity +5%,Combined shift,0.45202952029520294,0.23925688501008704,0.6544428772919605,0.1422319474835886,0.545149605233711
Random Forest,Light -20Lux & Humidity +5%,Combined shift,0.6160962072155411,0.5038834376655982,0.5303244005641748,0.04266958424507659,0.3803702238798652
Extra Trees,Light -20Lux & Humidity +5%,Combined shift,0.618348623853211,0.4998976565220331,0.5246826516220028,0.04814004376367615,0.37953422724064934
AdaBoost,Light -20Lux & Humidity +5%,Combined shift,0.4540540540540541,0.4229234233022197,0.7038081805359662,0.006564551422319475,0.5367845646915415
Gradient Boosting,Light -20Lux & Humidity +5%,Combined shift,0.494949494949495,0.40135545329582545,0.6544428772919605,0.03938730853391685,0.5001104909361791
XGBoost,Light -20Lux & Humidity +5%,Combined shift,0.5343811394891945,0.4335236787484652,0.616361071932299,0.04048140043763676,0.4635017116046658
LightGBM,Light -20Lux & Humidity +5%,Combined shift,0.45202952029520294,0.23925688501008704,0.6544428772919605,0.1422319474835886,0.5444468715300261
CatBoost,Light -20Lux & Humidity +5%,Combined shift,0.6172381835032438,0.5074271041942676,0.5303244005641748,0.04048140043763676,0.38064466759061655
KNN,Light -20Lux & Humidity +5%,Combined shift,0.8152408339324227,0.677178187854582,0.2002820874471086,0.12582056892778992,0.1798121696011462
GaussianNB,Light -20Lux & Humidity +5%,Combined shift,0.1900990099009901,-0.11343180224485165,0.8645980253878702,0.22428884026258206,0.530304012769035
SVM,Light -20Lux & Humidity +5%,Combined shift,0.8449197860962567,0.716357580955006,0.10860366713681241,0.16958424507658643,0.14529000411353343
MLP,Light -20Lux & Humidity +5%,Combined shift,0.853743876836949,0.7388011393091365,0.13963328631875882,0.12035010940919037,0.13988669641145868
Logistic Regression,All sensors biased,Combined shift,0.236318407960199,0.28310667281990587,0.8660084626234132,0.0,0.6645581935232805
Ridge Classifier,All sensors biased,Combined shift,0.7908163265306123,0.6091180516383469,0.12552891396332863,0.2614879649890591,0.028747454037794884
SGD Classifier,All sensors biased,Combined shift,0.236318407960199,0.28310667281990587,0.8660084626234132,0.0,0.6650329433911524
Decision Tree,All sensors biased,Combined shift,0.23192019950124687,0.2799276119028614,0.8688293370944993,0.0,0.7652589260276671
Random Forest,All sensors biased,Combined shift,0.23192019950124687,0.2799276119028614,0.8688293370944993,0.0,0.7645462315941595
Extra Trees,All sensors biased,Combined shift,0.4531104921077066,0.24695246261823658,0.6558533145275035,0.13566739606126915,0.5447723589861537
AdaBoost,All sensors biased,Combined shift,0.236318407960199,0.28310667281990587,0.8660084626234132,0.0,0.7545202107853966
Gradient Boosting,All sensors biased,Combined shift,0.236318407960199,0.28310667281990587,0.8660084626234132,0.0,0.758741577925475
XGBoost,All sensors biased,Combined shift,0.2668269230769231,0.26880435686480403,0.843441466854725,0.01312910284463895,0.7310559280169373
LightGBM,All sensors biased,Combined shift,0.10427807486631016,0.17815774012095031,0.9449929478138223,0.0,0.8921983169589189
CatBoost,All sensors biased,Combined shift,0.236318407960199,0.28310667281990587,0.8660084626234132,0.0,0.7615644431336613
KNN,All sensors biased,Combined shift,0.23275862068965517,0.04483429743036086,0.847672778561354,0.12144420131291028,0.7622943828439138
GaussianNB,All sensors biased,Combined shift,0.236318407960199,0.28310667281990587,0.8660084626234132,0.0,0.4840846147098262
SVM,All sensors biased,Combined shift,0.2185929648241206,0.2702178279492452,0.8772919605077574,0.0,0.7716168253856696
MLP,All sensors biased,Combined shift,0.236318407960199,0.28310667281990587,0.8660084626234132,0.0,0.7573121652882087
Logistic Regression,Drift Light -> -40Lux,Temporal drift,0.3835005574136009,0.34885666791667713,0.7574047954866009,0.0175054704595186,0.5173760440698786
Ridge Classifier,Drift Light -> -40Lux,Temporal drift,0.7485549132947977,0.562371142835899,0.2693935119887165,0.17177242888402625,0.07100886727360944
SGD Classifier,Drift Light -> -40Lux,Temporal drift,0.3716216216216216,0.344235254525082,0.767277856135402,0.015317286652078774,0.5297297297297298
Decision Tree,Drift Light -> -40Lux,Temporal drift,0.5338142470694319,0.3495451723332772,0.5825105782792666,0.1137855579868709,0.46336487845948204
Random Forest,Drift Light -> -40Lux,Temporal drift,0.6588658865886589,0.5478875167665009,0.4837799717912553,0.03938730853391685,0.3376005445067475
Extra Trees,Drift Light -> -40Lux,Temporal drift,0.6708185053380783,0.5572832467595185,0.4682651622002821,0.04157549234135667,0.327064345755782
AdaBoost,Drift Light -> -40Lux,Temporal drift,0.5508130081300813,0.49958200814424997,0.6177715091678421,0.00437636761487965,0.44002561061551426
Gradient Boosting,Drift Light -> -40Lux,Temporal drift,0.5626204238921002,0.45817731903548786,0.5881523272214386,0.04048140043763676,0.4324395619935738
XGBoost,Drift Light -> -40Lux,Temporal drift,0.5890151515151515,0.48301486711320635,0.5613540197461213,0.03938730853391685,0.40886769957870883
LightGBM,Drift Light -> -40Lux,Temporal drift,0.5228519195612431,0.34405709076956764,0.5966149506346967,0.10831509846827134,0.47362447226398596
CatBoost,Drift Light -> -40Lux,Temporal drift,0.6594788858939802,0.5473407175947674,0.4823695345557123,0.04048140043763676,0.33840396519988014
KNN,Drift Light -> -40Lux,Temporal drift,0.9085318985395849,0.8577818878706952,0.16643159379407615,0.0010940919037199124,0.08652110499398402
GaussianNB,Drift Light -> -40Lux,Temporal drift,0.7079856972586412,0.43231177830289824,0.1622002820874471,0.4102844638949672,0.012417325411383962
SVM,Drift Light -> -40Lux,Temporal drift,0.7587412587412588,0.6842423159111589,0.38787023977433005,0.0010940919037199124,0.2314685314685314
MLP,Drift Light -> -40Lux,Temporal drift,0.5495403472931563,0.5038686086811153,0.6205923836389281,0.0010940919037199124,0.4440902259552514
Logistic Regression,Drift Temp -> +3C,Temporal drift,0.8316478286734087,0.6954423517790155,0.014104372355430184,0.2986870897155361,0.06922877281007078
Ridge Classifier,Drift Temp -> +3C,Temporal drift,0.7146583202921231,0.44788669761144884,0.03385049365303244,0.5722100656455142,0.10490546027628411
SGD Classifier,Drift Temp -> +3C,Temporal drift,0.8421686746987952,0.7151423384969576,0.014104372355430184,0.27571115973741794,0.059182676652556165
Decision Tree,Drift Temp -> +3C,Temporal drift,0.9318341531974701,0.8786435229335078,0.06488011283497884,0.05579868708971553,0.06534497233144387
Random Forest,Drift Temp -> +3C,Temporal drift,0.9282700421940928,0.8723607072901602,0.0691114245416079,0.05798687089715536,0.06819638890131352
Extra Trees,Drift Temp -> +3C,Temporal drift,0.8723864455659697,0.7778491118170527,0.1466854724964739,0.07986870897155361,0.12549640552789065
AdaBoost,Drift Temp -> +3C,Temporal drift,0.6269907795473596,0.4414380413474928,0.47249647390691113,0.12035010940919037,0.36384783919823593
Gradient Boosting,Drift Temp -> +3C,Temporal drift,0.9737206085753803,0.9532047442323788,0.007052186177715092,0.036105032822757115,0.021339377310293672
XGBoost,Drift Temp -> +3C,Temporal drift,0.9819193324061196,0.9678454790309091,0.004231311706629055,0.02516411378555799,0.015963518687740708
LightGBM,Drift Temp -> +3C,Temporal drift,0.9475100942126514,0.906585834588149,0.007052186177715092,0.07986870897155361,0.04896629761257765
CatBoost,Drift Temp -> +3C,Temporal drift,0.9655647382920111,0.9385637115004806,0.011283497884344146,0.045951859956236324,0.032318112801849264
KNN,Drift Temp -> +3C,Temporal drift,0.7225274725274725,0.49766484150317164,0.25811001410437234,0.24179431072210067,0.27252553100609644
GaussianNB,Drift Temp -> +3C,Temporal drift,0.5961389961389961,0.33624534962544633,0.45557122708039494,0.2188183807439825,0.12426402653102908
SVM,Drift Temp -> +3C,Temporal drift,0.775235531628533,0.5882858752833666,0.18758815232722145,0.21991247264770242,0.21497425858125718
MLP,Drift Temp -> +3C,Temporal drift,0.7924773022049286,0.6141475959766753,0.1382228490832158,0.24288840262582057,0.20115327104347902
Logistic Regression,Drift all sensors,Temporal drift,0.32084309133489464,0.3207876319725126,0.8067700987306065,0.0087527352297593,0.5800335101485848
Ridge Classifier,Drift all sensors,Temporal drift,0.7027027027027027,0.5147021938961941,0.35825105782792666,0.14332603938730853,0.11686107786570443
SGD Classifier,Drift all sensors,Temporal drift,0.32084309133489464,0.3207876319725126,0.8067700987306065,0.0087527352297593,0.5805082600164567
Decision Tree,Drift all sensors,Temporal drift,0.33137485311398357,0.34717746277897116,0.8011283497884344,0.0010940919037199124,0.6658042724149305
Random Forest,Drift all sensors,Temporal drift,0.3058542413381123,0.3322265748409274,0.8194640338504936,0.0,0.6906121897572941
Extra Trees,Drift all sensors,Temporal drift,0.4823529411764706,0.3476358758033057,0.6530324400564175,0.0711159737417943,0.5155299099173898
AdaBoost,Drift all sensors,Temporal drift,0.2973621103117506,0.32332209745904267,0.8251057827926658,0.0010940919037199124,0.693476508433845
Gradient Boosting,Drift all sensors,Temporal drift,0.3017964071856287,0.3294005747921481,0.8222849083215797,0.0,0.6932635787000453
XGBoost,Drift all sensors,Temporal drift,0.29256594724220625,0.3140036966461643,0.8279266572637518,0.0032822757111597373,0.705316903851654
LightGBM,Drift all sensors,Temporal drift,0.20506329113924052,0.2602257703494229,0.8857545839210155,0.0,0.7914131006859886
CatBoost,Drift all sensors,Temporal drift,0.3395784543325527,0.3556286690087254,0.7954866008462623,0.0,0.6583043967613076
KNN,Drift all sensors,Temporal drift,0.5474654377880185,0.3908562729545518,0.5811001410437235,0.08643326039387308,0.4475875657455505
GaussianNB,Drift all sensors,Temporal drift,0.27305389221556886,0.27369388177478265,0.8392101551480959,0.01312910284463895,0.44734913045445635
SVM,Drift all sensors,Temporal drift,0.4155844155844156,0.35939700684052,0.7291960507757405,0.02516411378555799,0.5746253746253746
MLP,Drift all sensors,Temporal drift,0.4314159292035398,0.41956879666347446,0.7249647390691114,0.0,0.5622146440448679
